Term,Category,x,y
Salon Professional shampoo,Bathroom/Bedroom,36.88745,56.697098
Salon conditioner,Other,24.855745,32.299706
Salon shampoo,Bathroom/Bedroom,36.563034,56.515717
Salton electric stove,Kitchen/Dining,57.799263,-21.572514
Salton oven,Kitchen/Dining,46.18796,-2.394844
Salton stainless steel single oven,Kitchen/Dining,46.147083,-2.0180213
Sample size no name brand body soap,Bathroom/Bedroom,-4.52192,60.314804
Sample size no name brand shampoo,Bathroom/Bedroom,43.060867,53.318176
Sample was size conditioner,Other,27.51759,20.713696
Sampoo shampoo,Bathroom/Bedroom,34.79107,55.06033
Samsaung  refrigerator,Kitchen/Dining,5.040926,6.0000668
Samsaung sound system with Bluetooth and aux,Entertainment/Tech,-41.475403,49.604813
Samsong Bluetooth sound system,Entertainment/Tech,-43.50368,53.54625
Samsung   refrigerator,Kitchen/Dining,-9.024147,8.532484
Samsung  Bluetooth sound system,Entertainment/Tech,-39.08888,53.40667
Samsung  induction stove,Kitchen/Dining,66.0976,-17.658552
Samsung  oven,Kitchen/Dining,34.108067,-4.13395
Samsung  refrigerator,Kitchen/Dining,-9.023543,8.531987
Samsung  sound system,Entertainment/Tech,-37.16852,51.347206
Samsung  sound system with Bluetooth and aux,Entertainment/Tech,-38.724182,52.177856
Samsung  stainless steel oven,Kitchen/Dining,35.047832,-3.2569156
Samsung  stainless steel stove,Kitchen/Dining,62.92698,-17.74106
Samsung & LG Bluetooth sound system,Entertainment/Tech,-39.63195,53.480724
Samsung (under counter fridge) refrigerator,Kitchen/Dining,-9.290452,8.80811
Samsung - Large. refrigerator,Kitchen/Dining,-8.667019,8.091682
Samsung 300l refrigerator,Kitchen/Dining,-9.596573,8.341596
Samsung B650 Soundbar  sound system,Entertainment/Tech,-35.508118,53.644035
Samsung Bluetooth sound system,Entertainment/Tech,-39.089027,53.406803
Samsung Convection and Microwave Oven stainless steel oven,Kitchen/Dining,26.874445,-8.935547
Samsung Double Door Fridge Freezer refrigerator,Kitchen/Dining,-8.426637,14.257969
"Samsung Double Door, with plumbed Ice and Water dispenser refrigerator",Kitchen/Dining,-9.283925,13.506502
Samsung Double door with filtered water & ice dispenser refrigerator,Kitchen/Dining,-9.227318,13.42687
Samsung Fridge/freezer  refrigerator,Kitchen/Dining,-8.394645,9.58202
Samsung Gas Hob oven,Kitchen/Dining,50.580654,-2.3998995
Samsung Microwave  single oven,Kitchen/Dining,33.52327,-3.8088956
Samsung Smart TV and surround sound  sound system with Bluetooth and aux,Entertainment/Tech,-38.233414,52.868664
Samsung Sound Bar  Bluetooth sound system,Entertainment/Tech,-36.083385,54.29741
Samsung Sound Bar Bluetooth sound system,Entertainment/Tech,-36.083385,54.29741
Samsung Sound-bar Bluetooth sound system,Entertainment/Tech,-36.090702,54.270565
Samsung Soundbar + Subwoofer Bluetooth sound system,Entertainment/Tech,-35.233704,54.766163
Samsung Sounder sound system with Bluetooth and aux,Entertainment/Tech,-38.78916,52.06758
Samsung and hisense  refrigerator,Kitchen/Dining,-9.552243,7.157848
Samsung conditioner,Other,26.52013,23.637508
Samsung convection microwave oven stainless steel oven,Kitchen/Dining,26.893332,-8.904821
Samsung double door  refrigerator,Kitchen/Dining,-8.886589,14.806405
Samsung double door with ice maker and cold water  refrigerator,Kitchen/Dining,-9.25288,13.561016
Samsung double door with ice maker refrigerator,Kitchen/Dining,-9.183017,13.759255
"Samsung double door, dedicated shelves for guests  refrigerator",Kitchen/Dining,-9.395466,15.206956
Samsung double oven,Kitchen/Dining,34.042862,-3.4096818
"Samsung double-door, with freezer refrigerator",Kitchen/Dining,-8.746802,14.200234
Samsung electric stove,Kitchen/Dining,63.41786,-18.118078
Samsung extra large  refrigerator,Kitchen/Dining,-8.228256,8.692998
Samsung family Fridge Freezer refrigerator,Kitchen/Dining,-8.372969,9.746007
Samsung gas stove,Kitchen/Dining,63.323994,-18.14479
Samsung induction stove,Kitchen/Dining,66.097496,-17.65895
Samsung large fridge/freezer refrigerator,Kitchen/Dining,-8.142148,9.246574
Samsung large fridge/freezer with ice maker and water filter refrigerator,Kitchen/Dining,-9.701098,10.348158
Samsung mit Freezer refrigerator,Kitchen/Dining,-8.291979,9.883542
Samsung oven,Kitchen/Dining,34.107334,-4.1342034
Samsung party sound system with Bluetooth and aux,Entertainment/Tech,-38.773792,52.040028
Samsung refrigerator,Kitchen/Dining,-9.024365,8.532231
Samsung single oven,Kitchen/Dining,33.83131,-3.7944686
Samsung sound bar 250 Bluetooth sound system,Entertainment/Tech,-35.936653,54.22966
Samsung sound bar Bluetooth sound system,Entertainment/Tech,-36.082497,54.29637
Samsung sound system with Bluetooth and aux,Entertainment/Tech,-38.724182,52.177856
Samsung sound system with aux,Entertainment/Tech,-42.01925,44.501595
Samsung soundbar  sound system with Bluetooth and aux,Entertainment/Tech,-36.856052,53.763023
Samsung soundbar & subwoofer Bluetooth sound system,Entertainment/Tech,-35.252785,54.753094
Samsung soundbar Bluetooth sound system,Entertainment/Tech,-36.08635,54.26727
Samsung stainless steel double oven,Kitchen/Dining,34.603466,-3.0701342
Samsung stainless steel electric stove,Kitchen/Dining,62.97302,-17.766138
Samsung stainless steel gas stove,Kitchen/Dining,62.93453,-17.818703
Samsung stainless steel oven,Kitchen/Dining,35.04802,-3.2569687
Samsung stainless steel single oven,Kitchen/Dining,34.82733,-3.1831064
Samsung stove,Kitchen/Dining,63.449783,-18.151224
Samsung with cold water dispenser  refrigerator,Kitchen/Dining,-11.540001,10.260095
Samsung with manual water dispenser refrigerator,Kitchen/Dining,-11.637351,10.237464
Samsung with water cooler and ice maker refrigerator,Kitchen/Dining,-10.379752,10.02986
Samsung with water dispenser  refrigerator,Kitchen/Dining,-11.601503,10.237432
Samsung with water dispensor refrigerator,Kitchen/Dining,-11.583476,10.187216
Samsung with water tap unit outside refrigerator,Kitchen/Dining,-11.76228,10.023643
"Samsung, double door  refrigerator",Kitchen/Dining,-9.083539,14.805084
"Samsung, with plumbed in ice maker refrigerator",Kitchen/Dining,-10.300695,9.601938
Sanex  body soap,Bathroom/Bedroom,-10.9444475,57.549335
Sanex body soap,Bathroom/Bedroom,-10.944504,57.549053
Sanex conditioner,Other,30.827085,21.262789
Sanex shower gel body soap,Bathroom/Bedroom,-12.656549,52.977158
Sansui Sound Bar Bluetooth sound system,Entertainment/Tech,-36.17896,55.534027
Sansui/ Dixon sound system,Entertainment/Tech,-38.594097,44.791256
Sanyo sound system with aux,Entertainment/Tech,-44.18336,41.59736
Saponera body soap,Bathroom/Bedroom,7.4649763,68.913246
Satiskin body soap,Bathroom/Bedroom,3.9644935,66.46832
Sauna,Facilities/Outdoors,-1.6114316,-29.423092
Scent  conditioner,Other,27.290447,31.527197
Scent shampoo,Bathroom/Bedroom,32.25208,56.169975
Scentuary body soap,Bathroom/Bedroom,-2.2662308,70.896805
Scentuary shampoo,Bathroom/Bedroom,32.18359,56.258648
Schneider  induction stove,Kitchen/Dining,71.07493,-17.855549
Schwarzkopf  conditioner,Other,28.170671,21.804955
Schwarzkopf  shampoo,Bathroom/Bedroom,38.81003,58.22677
Sea view,Other,5.529672,-29.557632
Security guard,Other,15.544965,-27.222372
"Security guard available 24 hours, every day",Other,15.708418,-27.438646
Security system,Other,15.56595,-27.287785
Seimens  oven,Kitchen/Dining,41.694458,-16.868805
Seimens congélateur distributeur de glaçons et eau refrigerator,Kitchen/Dining,8.370679,7.0751414
Seimens gas stove,Kitchen/Dining,41.993973,-17.119543
Seimens refrigerator,Kitchen/Dining,8.640724,6.981906
Seimens stainless steel oven,Kitchen/Dining,41.690907,-16.845314
Self check-in,Other,4.663568,-20.451057
Shamoo/conditioner organics shampoo,Bathroom/Bedroom,42.412956,40.414257
Shampoo,Bathroom/Bedroom,35.660736,54.75682
Shampoo & Conditioner conditioner,Bathroom/Bedroom,44.7892,37.578037
Shampoo & Conditioner shampoo,Bathroom/Bedroom,44.808193,37.73811
Shampoo / Conditioner 2in1 Rooibos  conditioner,Bathroom/Bedroom,44.152855,36.693684
Shampoo and conditioner combined  conditioner,Bathroom/Bedroom,45.04022,38.009342
Shampoo and conditioner combined  shampoo,Bathroom/Bedroom,45.105854,38.113987
Shampoo and conditioner combined conditioner,Bathroom/Bedroom,45.04036,38.009308
Shampoo and conditioner combined shampoo,Bathroom/Bedroom,45.105854,38.113987
Shampoo conditioner Miss Lynn conditioner,Bathroom/Bedroom,16.229994,39.640488
Shampoo shampoo,Bathroom/Bedroom,35.74748,54.29071
Shared  refrigerator,Kitchen/Dining,-5.0013185,5.807359
Shared BBQ grill,Other,24.127663,-30.374004
Shared BBQ grill: charcoal,Other,24.215353,-29.909351
"Shared BBQ grill: charcoal, gas",Other,24.197493,-29.926949
"Shared BBQ grill: charcoal, gas, wood-burning",Other,24.74585,-29.478949
"Shared BBQ grill: charcoal, wood-burning",Other,24.815428,-29.40827
Shared BBQ grill: electric,Other,23.544586,-30.639559
Shared BBQ grill: gas,Other,24.149475,-30.193808
"Shared BBQ grill: gas, wood-burning",Other,25.060411,-29.420153
Shared BBQ grill: wood-burning,Other,25.270407,-29.265118
Shared backyard,Climate Control,10.422446,-34.02518
Shared backyard – Fully fenced,Climate Control,11.298505,-34.604504
Shared backyard – Not fully fenced,Climate Control,11.377267,-34.672756
Shared beach access,Climate Control,3.005712,-32.064945
Shared beach access – Beachfront,Climate Control,3.073217,-32.024384
Shared fridge in public kitchen.  refrigerator,Kitchen/Dining,-4.9383354,5.806923
Shared gym,Facilities/Outdoors,-5.256995,-17.475855
Shared gym in building,Facilities/Outdoors,-4.9873505,-17.710665
Shared gym nearby,Facilities/Outdoors,-5.273982,-17.404394
Shared hot tub,Facilities/Outdoors,-2.865662,-33.145115
Shared hot tub - available all year,Facilities/Outdoors,-3.3411832,-33.672543
"Shared hot tub - available all year, open 24 hours",Facilities/Outdoors,-4.014141,-34.789886
"Shared hot tub - available all year, open specific hours",Facilities/Outdoors,-4.19956,-35.273094
"Shared hot tub - available seasonally, open specific hours",Facilities/Outdoors,-4.4302917,-35.42395
Shared hot tub - open specific hours,Facilities/Outdoors,-4.816576,-35.636135
Shared indoor pool,Facilities/Outdoors,5.990046,-39.144115
Shared indoor pool - ,Facilities/Outdoors,5.9805946,-39.132725
Shared indoor pool - available all year,Facilities/Outdoors,3.0825121,-50.84076
"Shared indoor pool - available all year, heated",Facilities/Outdoors,5.101914,-49.483368
"Shared indoor pool - available all year, heated, lap pool",Facilities/Outdoors,4.856408,-49.55561
"Shared indoor pool - available all year, open 24 hours",Facilities/Outdoors,-5.4914393,-55.449257
"Shared indoor pool - available all year, open 24 hours, heated",Facilities/Outdoors,-3.140722,-55.37688
"Shared indoor pool - available all year, open 24 hours, infinity",Facilities/Outdoors,-5.409083,-55.445366
"Shared indoor pool - available all year, open 24 hours, lap pool",Facilities/Outdoors,-4.4504757,-55.223183
"Shared indoor pool - available all year, open 24 hours, rooftop",Facilities/Outdoors,0.5581011,-55.810097
"Shared indoor pool - available all year, open 24 hours, saltwater",Facilities/Outdoors,-0.542063,-49.61351
"Shared indoor pool - available all year, open specific hours",Facilities/Outdoors,-5.6789627,-55.757355
"Shared indoor pool - available all year, open specific hours, heated",Facilities/Outdoors,-3.39455,-55.548157
"Shared indoor pool - available all year, open specific hours, heated, lap pool",Facilities/Outdoors,-3.7375584,-55.488045
"Shared indoor pool - available all year, open specific hours, heated, lap pool, saltwater",Facilities/Outdoors,-0.19455333,-50.044117
"Shared indoor pool - available all year, open specific hours, heated, pool cover",Facilities/Outdoors,-3.5679083,-55.723515
"Shared indoor pool - available all year, open specific hours, infinity, pool cover",Facilities/Outdoors,-4.7220006,-56.111034
"Shared indoor pool - available all year, open specific hours, lap pool",Facilities/Outdoors,-4.4272656,-55.38299
"Shared indoor pool - available all year, open specific hours, pool cover",Facilities/Outdoors,-4.70029,-56.08156
"Shared indoor pool - available all year, open specific hours, pool cover, saltwater",Facilities/Outdoors,-0.39265707,-49.733604
"Shared indoor pool - available all year, open specific hours, rooftop",Facilities/Outdoors,0.43703425,-56.009365
"Shared indoor pool - available all year, open specific hours, saltwater",Facilities/Outdoors,-0.41520318,-49.66345
"Shared indoor pool - available all year, rooftop",Facilities/Outdoors,2.1553311,-53.982845
"Shared indoor pool - available seasonally, heated",Facilities/Outdoors,5.5112076,-49.335217
Shared indoor pool - heated,Facilities/Outdoors,7.931519,-46.669025
"Shared indoor pool - heated, lap pool",Facilities/Outdoors,7.849223,-46.87458
Shared indoor pool - lap pool,Facilities/Outdoors,5.9038906,-39.31819
Shared indoor pool - open 24 hours,Facilities/Outdoors,-10.881324,-57.76675
"Shared indoor pool - open specific hours, heated",Facilities/Outdoors,-8.235701,-58.38115
"Shared indoor pool - open specific hours, pool cover",Facilities/Outdoors,-8.665185,-58.45817
"Shared indoor pool - open specific hours, saltwater",Facilities/Outdoors,-8.319663,-60.02026
Shared outdoor kitchen,Kitchen/Dining,15.938056,-19.833933
Shared outdoor pool,Facilities/Outdoors,5.0529947,-39.43487
Shared outdoor pool - ,Facilities/Outdoors,5.0425057,-39.407665
Shared outdoor pool - available all year,Facilities/Outdoors,2.686479,-50.207153
"Shared outdoor pool - available all year, heated",Facilities/Outdoors,4.4500546,-49.002666
"Shared outdoor pool - available all year, heated, infinity",Facilities/Outdoors,4.249907,-49.021534
"Shared outdoor pool - available all year, heated, lap pool",Facilities/Outdoors,4.095261,-49.202827
"Shared outdoor pool - available all year, heated, lap pool, pool toys",Facilities/Outdoors,-11.609418,-32.698517
"Shared outdoor pool - available all year, heated, pool cover",Facilities/Outdoors,3.3181276,-47.216717
"Shared outdoor pool - available all year, heated, pool cover, saltwater",Facilities/Outdoors,1.5184561,-46.04309
"Shared outdoor pool - available all year, heated, pool toys, saltwater",Facilities/Outdoors,-11.019063,-32.492424
"Shared outdoor pool - available all year, heated, saltwater",Facilities/Outdoors,1.021432,-46.177635
"Shared outdoor pool - available all year, infinity",Facilities/Outdoors,2.9195173,-50.177467
"Shared outdoor pool - available all year, infinity, pool cover",Facilities/Outdoors,3.1001434,-46.801247
"Shared outdoor pool - available all year, infinity, rooftop",Facilities/Outdoors,2.01693,-53.75965
"Shared outdoor pool - available all year, lap pool",Facilities/Outdoors,3.2978454,-49.54992
"Shared outdoor pool - available all year, lap pool, rooftop",Facilities/Outdoors,1.7536572,-53.301624
"Shared outdoor pool - available all year, lap pool, saltwater",Facilities/Outdoors,0.5780625,-45.535244
"Shared outdoor pool - available all year, olympic-sized, saltwater",Facilities/Outdoors,0.5502852,-45.042732
"Shared outdoor pool - available all year, open 24 hours",Facilities/Outdoors,-5.9494133,-53.879856
"Shared outdoor pool - available all year, open 24 hours, heated",Facilities/Outdoors,-2.3093524,-53.303833
"Shared outdoor pool - available all year, open 24 hours, heated, infinity, rooftop",Facilities/Outdoors,0.10175809,-53.93083
"Shared outdoor pool - available all year, open 24 hours, heated, lap pool",Facilities/Outdoors,-2.0273438,-52.980904
"Shared outdoor pool - available all year, open 24 hours, heated, lap pool, pool cover, saltwater",Facilities/Outdoors,-1.500367,-46.97893
"Shared outdoor pool - available all year, open 24 hours, heated, lap pool, rooftop",Facilities/Outdoors,-0.43527153,-53.588734
"Shared outdoor pool - available all year, open 24 hours, heated, lap pool, rooftop, saltwater",Facilities/Outdoors,-0.8594202,-47.379665
